sim,total_net_income,default_rate_annual,lgd,margin_shock,macro_factor
2992,11274405.504240554,0.045926017576026566,0.3590092203748423,0.005036674773371706,0.01975042305936161
2993,11389626.608709516,0.016505586547083256,0.3440161467790585,-0.0055425584983250864,0.4248851959014823
2994,-9199379.126630405,0.03522145922973381,0.7147496699434102,-0.02722423189388329,-0.14429170310403433
2995,21647965.291606534,0.01,0.5111163498330756,0.014407094081543798,0.9182761213923244
2996,-7461468.0218052305,0.0636419795942489,0.3926428578384945,-0.023934367297225433,-0.39954511291701506
2997,-19281304.978394475,0.0780084196550237,0.5456155905351422,-0.03,-1.1072175004924012
2998,15994137.83640192,0.04472072896097271,0.3840820171041775,0.01516470345850341,0.7896476747891843
2999,-3198319.1483852128,0.03298466007439996,0.5703126591790165,-0.021585069097623446,-0.1289082760674993
3000,-12478723.833868282,0.05447804358669049,0.6415537075676023,-0.024006856823665858,-0.30978756379860756
3001,5129563.459078215,0.06415037187622885,0.6230819768244767,0.016230067440822355,0.18229778233798544
3002,6426704.87996576,0.03526825392178497,0.4644455642457415,-0.004766406147402974,-0.6317946729270923
3003,-20873091.238241114,0.11571332046090531,0.6133893995224865,-0.004768858322214499,-0.21149974609685293
3004,-3978473.924705526,0.08466801728585616,0.3690152060892385,-0.010713162001503638,0.36472913729270456
3005,20455286.932008326,0.04599922887938439,0.24988703454359115,0.01840518475997798,0.23462016508965416
3006,27651642.280748278,0.021297538724096832,0.40834368474060856,0.03,0.45898989927402895
3007,-2634593.211484924,0.08538940243603947,0.382688803382116,-0.0065916181832079415,-1.218819096494881
3008,22973043.524337504,0.02505945606298594,0.6952550048386743,0.029368799295000896,0.48738901914234883
3009,7871674.220297715,0.02491659443157494,0.7626092157919362,0.0007449729802644739,-0.20389095886661496
3010,5918893.713307418,0.047396833098138025,0.40867254726349017,-0.002792428058946562,-0.5635022791448486
3011,-6487323.43434987,0.07141584860176396,0.5461489633656239,-0.007970955186970026,-1.0589416882314915
3012,17751194.6054393,0.027732664832746872,0.5051724120388524,0.015512166396702387,0.9892969954334668
3013,28941584.13256549,0.01,0.611683173486907,0.03,2.6110762284092623
3014,14852218.279188445,0.03655117239150682,0.3748793582364621,0.009406716607295217,0.9321195252553444
3015,13887541.888978973,0.06621097166242276,0.2,0.007017278110442523,0.5521894854346522
3016,-9370923.281651717,0.04161330154001204,0.7609766301630231,-0.02107509658742733,-0.9350242741115493
3017,-1182396.1921512093,0.011026063194814341,0.5772497646572385,-0.03,-0.5716750652851643
3018,20594866.561851196,0.05045313219522686,0.3325322130772515,0.023967024829260292,-0.5818151152791414
3019,28259113.137899585,0.018939068987100252,0.3950444306051612,0.03,1.406897570985881
3020,-12900311.616405508,0.0722871937795643,0.5101639097529519,-0.022922305829159217,-0.36856355032623145
3021,410456.0524537787,0.06424008395424839,0.3286781636842776,-0.012064775066086221,-0.4650200911709756
3022,-19488045.992981672,0.11131664536436159,0.5037754773899842,-0.016897495826080505,-1.2674592418385153
3023,8789963.651557859,0.07138005073987774,0.39571561766788077,0.01182612817081111,-0.5543127112131678
3024,-4202548.430617678,0.06273628751628145,0.3251112490418472,-0.022008824066568646,-0.7801445841439879
3025,2186253.651845807,0.05117953654791423,0.6211340735826689,0.0021618613237706793,-0.01563211456330535
3026,6431354.03568089,0.03650248947874665,0.5951485474683339,0.0005871116636159622,0.03154467860443138
3027,17447182.826207217,0.01,0.2,0.0028943656524144214,1.3817340636558086
3028,6747433.216889693,0.05266918891169574,0.30308399872807623,-0.004541945181099437,0.4510526820436264
3029,-14205639.891080339,0.09051672988656301,0.4667870528938383,-0.020159242200824306,-1.7134734418523
3030,18215234.540817834,0.03732707471920674,0.2881688799576604,0.013186970395565418,0.4029478599143535
3031,10733468.91715166,0.05328551109506216,0.2,-0.001875959946684257,-0.2746814289546182
3032,4118062.524048973,0.04680159453772711,0.43180047191646953,-0.005554924344068188,0.04256349645391804
3033,1284277.197577281,0.05779236271612404,0.4014897179391346,-0.008228406198912647,0.2086785243654316
3034,-3718761.349392807,0.03437515636252597,0.4236280380991494,-0.02687524264957724,0.10801180453431738
3035,17613488.302329898,0.03600566740125505,0.5015274478668806,0.019284807085154957,0.5903715440554717
3036,-12700099.91380758,0.05224017492494079,0.5627890769863934,-0.03,-1.3984252007158473
