sim,total_net_income,default_rate,lgd,margin_shock
9195,-4205603.966819009,0.09679236086062712,0.22195394015480244,-0.0034644499614485138
9196,7124875.273303578,0.0471735084539864,0.3356456474330382,0.03
9197,-13205135.693285406,0.09978821870246413,0.3827503693571112,-0.005999266532553076
9198,-28256621.8008549,0.12848385614161426,0.4769183203241884,-0.019810371295494674
9199,-16496206.66085678,0.08922005737025498,0.5168245342666166,-0.0033730466703423725
9200,3680182.8023343068,0.06524256736312728,0.3372301912249313,0.028581237519753805
9201,-9196120.475635624,0.09295394491274402,0.4123329660901059,0.010037511208610114
9202,8186500.3790790485,0.029788389639061254,0.4602575950328307,0.03
9203,-10883684.921897953,0.10241357377393735,0.4391398850289824,0.016471833118750497
9204,-22801584.54137741,0.09948915166734663,0.5514666367208978,-0.010960435191897435
9205,-27534005.518836107,0.09208019343235196,0.6685821417846531,-0.016402960190279054
9206,4424141.836240669,0.015803773315707398,0.2,-0.005555990159430498
9207,10347273.573555043,0.04611250081080785,0.20360609425075227,0.03
9208,-14785346.81172754,0.1100769549725942,0.4254251102857235,0.004771423775103174
9209,-9916006.458617426,0.08206819966877466,0.3049444124144599,-0.018962178343595645
9210,-573109.1736673024,0.07459678117539248,0.3506992636345988,0.020029149928629905
9211,-30430330.579929367,0.10220196026170374,0.591417173784299,-0.03
9212,-10904239.658886738,0.04697000082020121,0.6772728786542362,-0.009502239315181548
9213,1721488.220778972,0.0785978101714462,0.2978297227348447,0.023642768103250656
9214,-8171987.270187102,0.07403661160755241,0.5046183066509842,0.012163124667289527
9215,-6919650.483496814,0.06732107121158026,0.2564569021320732,-0.02244133953283749
9216,6273935.635332257,0.06631478790204538,0.2,0.021595073149653025
9217,6331474.388306646,0.04467593097677777,0.2643830639495121,0.01896624582239489
9218,-21668070.531243823,0.0808988830810718,0.6979106875940098,-0.00336251661466769
9219,-12729755.001591047,0.12521421668257715,0.2,-0.03
9220,-21540280.07612766,0.07611455500928464,0.7948318641062221,0.005084026540439366
9221,-6721456.10107404,0.09848338584618406,0.24864293194356987,-0.007453864388766543
9222,-1450312.3688520184,0.09061259353627124,0.2,0.0007643815794430764
9223,-35005106.194427766,0.10811568595764935,0.695948406636657,-0.018886438716459533
9224,2803982.7247950286,0.05335761084513411,0.44758913091562713,0.028833282850159826
9225,-6788764.523276562,0.07440265386466359,0.483565841271429,0.014887317106242333
9226,-21526732.178970724,0.12435421649961007,0.34286571771700625,-0.03
9227,-18380294.959591657,0.06465760434060289,0.7860270415597442,-0.0015173071442598136
9228,-54752943.36808275,0.1512539362649589,0.742239020331563,-0.023749468711284735
9229,-12561283.791416809,0.06766714023782361,0.463538919721235,-0.016897471140395172
9230,-9782920.019287456,0.09964585408435839,0.2,-0.028465578796793234
9231,-6751505.665908197,0.1157588441631815,0.26599287837673524,0.004828885556810895
9232,-26293049.27990732,0.10238792657185314,0.6068233789998443,-0.010402710141694624
9233,2525570.4891281687,0.05968420113147686,0.2,0.004238651549937824
9234,-17651651.532191858,0.06333819677018801,0.617438828288154,-0.0216967365207494
9235,-29351064.031692185,0.12660469378430017,0.46037362166066464,-0.03
9236,-3485530.179216409,0.0613107596712399,0.3542115922572764,-0.00017195780874697697
9237,3072365.08962431,0.0381927141462878,0.5276543461511698,0.022552029750518038
9238,9975634.482855387,0.05066032183811272,0.2,0.03
9239,-11372150.6692086,0.11285874948177729,0.3878711838142347,0.012190863134833954
9240,-47698084.36959524,0.1071550066079647,0.9,-0.02712786123020766
9241,-28615385.07875479,0.0983311680937375,0.696558310610925,-0.007024349828990592
9242,-31393050.319519937,0.10493152208000946,0.729476787012778,-0.002113425027713135
9243,4855305.552520632,0.048825355407139115,0.23645688939986537,0.01263416938056977
9244,-1182529.3924902175,0.05250162533660972,0.2,-0.013176525346213403
9245,-13364888.474690532,0.12647882651637166,0.3950130291594855,0.01652001463092717
9246,3518250.1299362397,0.07709974453822485,0.21723886679235924,0.017610940445908586
9247,-6566325.708385171,0.10586369583328342,0.2,-0.013363761803502253
9248,-9870025.148036359,0.06467002861741715,0.5026592269849571,-0.004065043348485402
9249,-5391587.15189928,0.07619894517596743,0.36764538135336433,0.00471675269667693
9250,-21088503.109864928,0.09939187783869959,0.6511884075963219,0.01517212938634971
9251,1842860.6459178608,0.05235351558164717,0.23058698148007695,0.0018185450878910215
9252,-59629889.1313286,0.13204790177332282,0.9,-0.03
9253,-3707135.86226397,0.06957156786011284,0.3506153780082436,0.004220176733190264
9254,-11752413.249602506,0.07993257950522681,0.5656855916009005,0.01353157119946608
9255,14041666.66666666,0.01,0.2,0.03
9256,-5944253.1349864565,0.10215715819521079,0.2959273207109669,0.006903451500686363
9257,-14073627.426554456,0.09367786130894831,0.3421886957364708,-0.021491966568690915
9258,-2043791.9809898743,0.067840396041605,0.3019540656747276,0.0030762611929834554
9259,-9532257.73226225,0.06614638884419236,0.4186216263878587,-0.012211553941413078
9260,-22972814.35098648,0.09569508607973559,0.5524137370228495,-0.01557183328382219
9261,-13257549.479502114,0.0933429968896074,0.4776401838266333,0.00636577160841326
9262,-1212024.3733348362,0.081034214030395,0.22226706644181637,0.0014829933520351247
9263,-31744811.04225929,0.08947032892788014,0.7489753510809828,-0.022252887339859428
9264,-25436490.794211727,0.11130918436703192,0.563908981964269,-0.005779802128663646
9265,-6898582.276810771,0.06509242779642428,0.4637625181581812,0.0030628137854644996
9266,-20596269.298363306,0.06185465026108075,0.7122391346308248,-0.02354866102665339
9267,-2345286.6914996984,0.032520149851682695,0.3180683721738189,-0.018059558538018394
9268,5951194.93791069,0.05241321673309288,0.2641272645165298,0.021467834956154556
9269,-11670289.258314963,0.07492918981760939,0.6534930471147329,0.02122975617400238
9270,-27128819.463061914,0.11724134060403307,0.5334112094705888,-0.012891397313914633
9271,-12732827.67597691,0.07713142212854476,0.32475725189587856,-0.03
9272,-12575730.784989923,0.10006400896343504,0.4851963038000982,0.016850935847538547
9273,-5042288.90086641,0.05912939240047793,0.5135886226293982,0.010721846684869243
9274,-10039648.911623115,0.09584771316826776,0.4378515781687735,0.013877589478061203
9275,-5135068.743490024,0.0721335701800083,0.2761174119396445,-0.010202234967034937
9276,1310878.8671594225,0.08820863439396946,0.2,0.010682264812680838
9277,-2490685.7651349716,0.11424611480594722,0.20585674593404996,0.007285826687128365
9278,-38180861.43103975,0.10506103704995423,0.8114909248160069,-0.011683235562524642
