total_net_income,credit_loss,liquidity_loss,Z_sys,default_rate,lgd,margin_shock
60000000.0,0.0,0.0,1.6573761202324966,0.034461143610119385,0.33274666350354587,0.03
32928730.32093014,0.0,0.0,-0.2215961699981027,0.031068029569790358,0.5397530615872951,-0.024142539358139793
33396112.060948133,0.0,24302237.41388358,1.0460522510478993,0.041071235721988314,0.3133176351614701,0.025396698949663357
42474063.55594245,0.0,0.0,-0.3644284180642414,0.06668627393748441,0.5292422780417527,-0.005051872888115181
1449087.5732260346,43992945.45239054,0.0,-0.8312858359510763,0.056560838605396915,0.43992945452390536,0.0008840660512331944
53011935.133572675,0.0,0.0,1.2651599454883269,0.025427140850066178,0.3105043993917603,0.016023870267145416
32729624.041365076,22902476.56520572,0.0,1.9661274713755903,0.048663738824842116,0.2290247656520572,0.02126420121314162
46026635.4891278,0.0,0.0,-0.29006577393725175,0.055407571587242584,0.38885579641105544,0.002053270978255668
29786667.354987495,0.0,18194056.602465093,0.3697059256391301,0.027452699882577696,0.4715598812528776,0.005961447914905055
59731223.100397386,0.0,0.0,1.0585528161418154,0.060165999925035206,0.3185863315996237,0.02946244620079486
57157705.355898716,0.0,0.0,0.10744870269731638,0.07334132799005633,0.33292308883997723,0.024315410711797558
42242667.60424255,0.0,0.0,0.2839060011754735,0.031013338715199266,0.3581675160331177,-0.005514664791514883
-65683769.0706325,74487568.05578949,26957756.16121547,-0.5108345590530156,0.08464299366424449,0.7448756805578949,-0.018476889707255122
52741156.16008859,0.0,0.0,1.9408669391818687,0.01,0.2,0.01548231232017727
42935960.217317656,0.0,0.0,-0.304477807746527,0.04540224361664311,0.4434092290327589,-0.004128079565364619
36096864.03797328,0.0,0.0,-1.3375436932928941,0.06038927387033692,0.20272941981688308,-0.017806271924053454
-11658949.487529553,45574154.3315424,0.0,-0.09031901025512999,0.0667581363995924,0.455741543315424,-0.02216959031197431
41992482.04597856,0.0,0.0,-0.27825376845717287,0.044347215701054925,0.3186702880347747,-0.006015035908042976
41351617.86783548,0.0,0.0,0.42036212584262383,0.029334222462281845,0.2,-0.007296764264328987
44739328.32441951,0.0,0.0,0.2818085486835521,0.03121795254505583,0.39222911413124506,-0.0005213433511610822
36505750.9459359,0.0,0.0,0.3210460091648358,0.028982478595711653,0.253969345892217,-0.01698849810812814
42969475.77753424,0.0,0.0,0.5169904721611418,0.05076676660800197,0.38343770481529255,-0.0040610484449315355
40830949.55642407,0.0,0.0,0.6347106420900043,0.0418827711498934,0.2976078296799487,-0.008338100887151756
52718590.10761555,0.0,0.0,2.2765386895430897,0.01,0.2786861544585109,0.015437180215231154
49617077.24442945,0.0,0.0,-0.685242807179024,0.07600782709978579,0.4146246223206892,0.00923415448885885
60000000.0,0.0,0.0,1.7191090700229286,0.026362386762733996,0.2,0.03
21873795.88883339,38126204.11116661,0.0,0.7978592002792693,0.045638144575849485,0.3812620411116661,0.03
-627224.684310466,42978025.50884103,0.0,-0.8937563382944722,0.11936337849779889,0.42978025508841033,-0.005298398350938884
-11185687.124678314,54064381.003778376,0.0,-0.13515360703241588,0.035219167389593235,0.5406438100377837,-0.0042426122417999505
53985624.55112533,0.0,0.0,0.5125949934312284,0.034285886399991576,0.43029588925908985,0.01797124910225055
45643758.83095129,0.0,0.0,1.0578347681289066,0.023600540104463132,0.5941523808994131,0.0012875176619025197
45717917.153848425,0.0,13772326.697334751,0.868702675231683,0.041875307771202956,0.2495674048879316,0.028980487702366255
55271831.29822956,0.0,0.0,0.5669706595837234,0.05538491273690598,0.2,0.02054366259645895
40416822.922175206,0.0,0.0,-0.32153578465392746,0.0806783890410565,0.380864401014118,-0.009166354155649583
-23403281.187895022,0.0,55520868.258579694,-1.7256348251446327,0.1550228295916854,0.46637049623485094,-0.025764825858630755
12329581.05433102,37497910.5480187,0.0,1.2117489071961567,0.0610729210919128,0.374979105480187,0.009654983204699402
33314841.15177625,0.0,0.0,-0.3374764031266163,0.03716361781358253,0.4056538438002693,-0.02337031769644744
44469106.98744889,0.0,0.0,0.41949727230971495,0.03297874866624541,0.3079235207053738,-0.0010617860251022715
46026884.88200647,0.0,0.0,-0.002999643470539514,0.026365711040208486,0.3301829160675538,0.0020537697640128603
56304301.41494841,0.0,0.0,0.7953554137930766,0.01,0.2149025944050667,0.02260860282989686
32126111.332174446,0.0,0.0,-1.7407964313462736,0.09850462522333897,0.7026473569633223,-0.025747777335651017
47518662.56541032,0.0,0.0,-0.6987634188148159,0.04493243730507669,0.33896041717409636,0.005037325130820771
60000000.0,0.0,0.0,1.8039304832528678,0.012644552584156775,0.25446291001747967,0.03
57135830.04463894,0.0,0.0,1.7818962258649262,0.01,0.2,0.02427166008927806
53491751.22040045,0.0,0.0,2.287450000653147,0.041629385273878265,0.2,0.016983502440800834
35317994.014545284,0.0,0.0,-0.600696627769337,0.047687965985170874,0.3447779604846557,-0.019364011970909343
38665286.737849295,0.0,0.0,-1.3432844521102028,0.037730438080764546,0.2,-0.012669426524301412
30000000.0,0.0,0.0,-0.484899992778835,0.03064525024093451,0.3857978916343134,-0.03
36761395.3790166,0.0,0.0,-0.8960888077757798,0.02491203231292446,0.5570154833115913,-0.01647720924196672
-18694065.787499413,0.0,56194263.95511142,-0.8723851082937929,0.061008335827955666,0.6374343535714955,-0.014999603664775854
-895039.1891594678,41744819.13550216,0.0,-0.3826602608642019,0.08815057886225591,0.4174481913550216,-0.008300440107314686
47179954.751566835,0.0,0.0,-0.059854397695851456,0.032951578057086206,0.2,0.004359909503133763
39524070.13370942,0.0,0.0,-1.82331714352279,0.06499744609297764,0.7484230329440498,-0.010951859732581226
48649399.35817018,0.0,0.0,-0.18847341037356372,0.044025925964686644,0.6951936401858959,0.007298798716340278
-40767704.64513171,70767704.6451317,0.0,-1.1530153819326303,0.09426274309947275,0.7076770464513171,-0.03
51161742.72768263,0.0,0.0,0.8918975755070955,0.0672421570491985,0.2,0.012323485455365381
49437259.400616765,0.0,0.0,-0.22088320655085864,0.06478105644210579,0.4474409351411448,0.008874518801233607
46638970.39466322,0.0,0.0,0.21943995861993149,0.024305109222616753,0.5701147317943562,0.0032779407893264445
-4603023.09896522,56073028.4909291,0.0,-0.06196721303448301,0.06354708846600496,0.560730284909291,0.012940010783927652
1859589.847957641,32099260.83875972,0.0,-0.39036432459966475,0.07819884605022541,0.3209926083875972,-0.02208229862656531
60000000.0,0.0,0.0,1.2391720620880293,0.028600598646361407,0.2586922955434208,0.03
41151763.898999654,0.0,0.0,0.10768631949496932,0.06300862599245477,0.32160800063743683,-0.007696472202000777
54979361.98214886,0.0,0.0,1.4874905779224952,0.048457057434371995,0.31373809250595325,0.019958723964297848
17498286.95204082,0.0,30188132.78969179,-0.3216483486419647,0.05148383518227418,0.31007009262946506,0.005372839483465155
35623248.84555077,0.0,0.0,-1.3250596328253537,0.0376020315817672,0.7152477709669167,-0.018753502308898485
53031808.79032537,0.0,0.0,-0.6325560363472975,0.018495104621682135,0.47727104407152365,0.0160636175806506
41760392.79037384,0.0,0.0,-1.378564143602109,0.08165463110138693,0.5166011976083259,-0.006479214419252324
41698942.02159732,0.0,0.0,-0.374481889485818,0.08921150492874624,0.2834991061145175,-0.006602115956805342
9556772.02295253,30057299.43988136,0.0,-0.041337280963909824,0.058634949909025985,0.3005729943988136,-0.010771857074332203
51302824.693821065,0.0,0.0,0.12401531860560501,0.01941939852466645,0.48687799828625344,0.01260564938764211
50306709.66777919,0.0,0.0,-0.08737127049316686,0.06776348991350986,0.5158660274122299,0.01061341933555831
42810044.47619749,0.0,0.0,-0.4444445237930985,0.044226149002908555,0.24634602174246562,-0.0043799110476051145
46975043.28479141,0.0,0.0,-0.3714261276946395,0.05902474369587991,0.5871535335281699,0.003950086569582768
-13124317.364972062,0.0,51725641.36856921,-0.9476770028423769,0.07837798825618861,0.2948064103351813,-0.012797351992805824
46464736.14130644,0.0,0.0,0.55623913497328,0.0826078741052324,0.2,0.0029294722826129133
-26781195.66493529,56781195.66493529,0.0,-2.768873221464362,0.0969371841498566,0.5678119566493529,-0.03
-24977947.54799454,0.0,70000000.0,-0.6323917568493553,0.07665659980774288,0.264394327804255,4.410490401101419e-05
32991984.769024603,0.0,0.0,-1.3023214051000322,0.07926219901470331,0.7057744573494751,-0.02401603046195072
43767466.21922045,0.0,0.0,-0.007099761909142564,0.06273395560151698,0.27583489670194833,-0.002465067561559132
60000000.0,0.0,0.0,0.9261077504485437,0.01,0.2634633632028617,0.03
-2894313.659515269,57638770.863428764,0.0,-0.1286942385447029,0.07457617013503015,0.5763877086342877,0.01948891440782686
46930995.78236582,0.0,0.0,1.171524509184777,0.05558068305244724,0.3682411145072883,0.003861991564731584
45023893.776675805,0.0,0.0,1.0276043614011736,0.05609713148977298,0.461644525120756,4.7787553351719136e-05
36990207.12742995,0.0,0.0,-0.35230164671012465,0.09381215139339683,0.43613742130326205,-0.016019585745140077
60000000.0,0.0,0.0,-0.3676996212463275,0.053727159060167756,0.5480269317889337,0.03
44455701.16832749,0.0,0.0,0.5553949074423146,0.04679725189479312,0.319780367700754,-0.0010885976633449967
54173464.62115769,0.0,0.0,0.5420546505486971,0.06554452585246938,0.5669094840502261,0.01834692924231534
20042303.12861897,30458353.463603795,0.0,0.2322465927238575,0.08308986954504757,0.30458353463603793,0.011001313184445471
51344690.56111873,0.0,0.0,-0.4116684124769942,0.05259765785817515,0.6353226234501164,0.012689381122237494
-78525327.81156315,38667279.2568385,70000000.0,-1.2942799496263389,0.07171332721709364,0.386672792568385,-0.02971609710944935
51699786.98039173,0.0,0.0,0.9198043401919923,0.07419102013987719,0.37794726917177557,0.013399573960783435
59461594.72481141,0.0,0.0,1.3363847374319215,0.01,0.2094730753118998,0.02892318944962291
40683660.50125899,0.0,0.0,-0.2919922614266772,0.0896869031351216,0.43823154550128607,-0.008632678997482018
-16897220.56914608,51941993.66157324,0.0,0.4550598569132106,0.08708964932345963,0.5194199366157324,-0.01991045381514572
41305354.98269705,0.0,0.0,0.216682828659415,0.03051705357467631,0.334306654642206,-0.007389290034605919
44920279.94396835,0.0,0.0,1.202527567647902,0.0588800716121298,0.5005908342566185,-0.000159440112063316
54650822.20559778,0.0,0.0,1.091205090586163,0.045219584428779915,0.2,0.019301644411195466
38108872.07751362,0.0,0.0,0.6995098064587445,0.07814404151685345,0.2087604899563249,-0.01378225584497284
54216390.730087355,0.0,0.0,0.7200474104973147,0.06510020961337235,0.2021003921888873,0.01843278146017466
30000000.0,0.0,0.0,-2.067013828801687,0.06509813852171933,0.6565663973291738,-0.03
54450037.11946964,0.0,0.0,0.18529151783448639,0.01,0.306268878679407,0.018900074238939288
35381789.86730778,0.0,0.0,0.3441502161918585,0.05687575748880689,0.4609584761762664,-0.019236420265384406
39096601.19596834,0.0,0.0,0.24778505884688073,0.04307224369241975,0.4029987956541374,-0.011806797608063437
60000000.0,0.0,0.0,0.8635455077311673,0.01,0.5416827324592652,0.03
-21992803.519572087,0.0,51992803.51957209,-0.9646474228665894,0.10752174713466786,0.534471247005123,-0.03
41722715.55713565,0.0,0.0,-0.4705724860109197,0.06251994656416433,0.5800322565008869,-0.006554568885728654
-52780651.06932634,82780651.06932634,0.0,-1.568507838037595,0.04447896249092155,0.8278065106932634,-0.03
-15197378.3834119,0.0,54876454.79555363,-1.4061489758156511,0.09415957553959511,0.8302687922999952,-0.010641847175716595
42615951.03367819,0.0,0.0,-0.2200787770719521,0.058245051449282756,0.2,-0.004768097932643635
46307185.15842945,0.0,0.0,-0.4720196132820156,0.09863336074963348,0.4587941600283506,0.0026143703168589184
17092884.53593584,0.0,33390322.90286985,-0.4643356760806351,0.03909298120653536,0.5073043361948854,0.010966414877611306
49609018.35157257,0.0,0.0,0.8103260167685212,0.047105898418887474,0.6054933569440244,0.009218036703145227
57295837.20648063,0.0,0.0,1.002909868948078,0.01758568803703587,0.2161729867868245,0.024591674412961364
18167444.002241522,0.0,28119902.395016775,-0.3155200012467209,0.06909363930455749,0.3402665095343966,0.002574692794516476
60000000.0,0.0,0.0,0.2623884365307285,0.056778025586383396,0.2,0.03
44608591.73882337,0.0,0.0,-0.9696576133676534,0.06839025337801807,0.3464997862024379,-0.0007828165223531847
30000000.0,0.0,0.0,-1.6325190420024265,0.05650122427281184,0.8864891874895252,-0.03
34681233.67652825,0.0,0.0,-0.38129340738009276,0.04318628435707002,0.2,-0.020637532646943485
-5353275.995849408,44762294.15910773,0.0,-0.3436532764230419,0.05808592413689569,0.4476229415910773,-0.011181963673483303
53542678.923414506,0.0,0.0,1.0128091542036002,0.02458361517188742,0.4253428099281729,0.0170853578468291
-14808665.908238068,56465939.55374602,0.0,-1.1349400338027669,0.09027001957034869,0.5646593955374603,-0.0066854527089841385
-109590921.4237366,75046684.27964492,67178886.06191796,-1.8944461479171393,0.10456727325352921,0.7504668427964493,-0.02473070216434743
53195782.76124079,0.0,0.0,0.11408741457432525,0.03340931464639495,0.2,0.016391565522481485
46683096.50222958,0.0,0.0,0.4235057659278442,0.040918587161456056,0.5472461739811052,0.0033661930044592905
25743213.938430894,20806219.282029185,0.0,0.5452731654872153,0.03325043361045467,0.20806219282029184,0.0030988664409200713
55045674.38558579,0.0,0.0,1.547019907055494,0.013898249556158725,0.32768302345869216,0.020091348771171677
35229890.84255148,20000000.0,0.0,1.986264680489528,0.012160229004904377,0.2,0.02045978168510305
34656651.482459955,0.0,0.0,0.036201970662628064,0.07473102163522442,0.6210116560063874,-0.020686697035080148
60000000.0,0.0,0.0,0.2398894801181584,0.05838372948066486,0.3978396805671318,0.03
10474380.606944703,36826721.137587436,0.0,0.8387936983678286,0.07724506859159784,0.36826721137587437,0.0046022034890642475
-6408592.823397115,0.0,36408592.823397115,-0.5091898301117628,0.048234002393736146,0.2,-0.03
46470349.982329726,0.0,0.0,0.671499528500248,0.032218225137652476,0.473890730999263,0.0029406999646594033
58350306.785855934,0.0,0.0,0.34553662499574495,0.0525490539667454,0.4141533866231318,0.026700613571711773
60000000.0,0.0,0.0,1.664942851172679,0.05044566207743751,0.2649034851983498,0.03
33857240.39880848,0.0,0.0,-0.4220404345062681,0.06798176649366862,0.6152639224498537,-0.022285519202382937
32641445.664562356,0.0,0.0,-0.1337440823061335,0.033301585142959986,0.6999294318352838,-0.024717108670875322
34223073.60480715,0.0,0.0,0.08218435206775646,0.06373792463792391,0.26980371446982754,-0.02155385279038564
-71964328.8612296,48029007.19554065,66017399.682946555,-0.8753063804397219,0.06136530873887215,0.4802900719554065,-0.005835843965484774
38618346.6063349,0.0,0.0,-0.9192902417102595,0.09587582662880453,0.3069042977463276,-0.012763306787330151
58238003.26321456,0.0,0.0,0.789294377944037,0.05347983418850967,0.2,0.026476006526429233
24224229.326892704,35775770.673107296,0.0,-1.7366421124332418,0.10136716945346595,0.35775770673107293,0.03
38642516.315476306,0.0,0.0,-1.4197173831764305,0.08517761226348386,0.7640337671230436,-0.012714967369047344
58851349.3499363,0.0,0.0,-0.367035105930551,0.05895292886954288,0.6841177366573257,0.027702698699872547
-2350388.9135190994,40412738.542124845,0.0,-0.8460211282923613,0.09248545484867453,0.40412738542124843,-0.013875300742788374
37183267.79753571,0.0,0.0,-0.2858397095566313,0.051792169921807366,0.2515913916441187,-0.015633464404928504
-15083041.117391013,46703225.343273215,0.0,-0.09691856962926526,0.038483737163922324,0.46703225343273214,-0.026759631548235664
47518337.38668589,0.0,0.0,0.01975042305936161,0.045926017576026566,0.3590092203748423,0.005036674773371706
35589569.459991135,0.0,0.0,0.7527213048609925,0.02439222007425564,0.2045410870994883,-0.0188208610800177
14325688.760135412,21852439.65108882,0.0,-0.4674564604920708,0.04984174220699044,0.2185243965108882,-0.017643743177551557
-4477994.770101655,35121132.13637205,0.0,-0.7319350158782632,0.09010968727622559,0.3512113213637205,-0.028713725267459154
51677469.62903081,0.0,0.0,1.067483216264611,0.026760645414520636,0.3851055493462908,0.013354939258061692
52926118.84506093,0.0,0.0,-0.7271263141439335,0.118543908312558,0.5399809210587404,0.015852237690121944
39805262.3945075,0.0,0.0,-0.27218889943128377,0.08473239172640398,0.3784370213529676,-0.010389475210984996
32545111.543297864,0.0,0.0,-1.7227831214543385,0.0906922053104963,0.34632063058652174,-0.02490977691340434
-40783638.09043495,50097000.21568278,37766979.98904235,-0.1455365923626713,0.0331938733848377,0.5009700021568279,0.00416068422858033
42730437.74465275,0.0,0.0,-0.023373141995892747,0.11885324167216509,0.2,-0.00453912451069459
52600784.797102995,0.0,0.0,0.7989310870592383,0.042693367165504474,0.28264491554713445,0.015201569594206099
-51183885.6957896,48384594.287452325,42422682.07090565,-0.5112831236207457,0.08321136631470125,0.48384594287452326,-0.010753218674863256
30345685.309236247,0.0,0.0,-0.5820466821120768,0.06765714207634374,0.7124697582010024,-0.02930862938152748
37761169.354213126,0.0,0.0,0.43500537780340126,0.0338585179899263,0.4236106909045235,-0.014477661291573853
30000000.0,0.0,0.0,-0.04975414759483271,0.06860717991300826,0.581515724809556,-0.03
-26271889.21695251,60832544.18666022,0.0,-1.0118019704119208,0.044629523233311576,0.6083254418666022,-0.020878690060584494
1274333.1076125354,45392401.70234776,0.0,0.05872049224453354,0.08115176184266429,0.4539240170234776,0.0033334696199205957
31513387.028835163,0.0,0.0,-0.24376712339584375,0.0572161391803812,0.29712365651341066,-0.02697322594232963
38273700.43853982,0.0,0.0,-1.8180793836014721,0.06853093891846626,0.7445867485948834,-0.013452599122920447
46314741.06786535,0.0,0.0,1.0099555568163612,0.024098902781158806,0.4170636929874932,0.002629482135730723
20235413.015122287,0.0,30219109.10883425,-0.7907517820564913,0.05816585778865468,0.7385492132620495,0.010909044247913
55996108.105883926,0.0,0.0,-0.5501905751944769,0.01,0.5839962984632465,0.021992216211767997
38395156.52927325,0.0,0.0,-1.0305574039231487,0.06733998624168169,0.38411413878287076,-0.01320968694145351
30000000.0,0.0,0.0,-0.3024178198456219,0.016003988226200326,0.3272525500645062,-0.03
34529529.73951663,0.0,0.0,0.5450786544814065,0.03530504027795402,0.3967518030346638,-0.020940940520966792
60000000.0,0.0,0.0,2.0362960022608423,0.02142267853969384,0.2,0.03
37154345.659731284,0.0,0.0,-0.5013043283502879,0.07024810635151887,0.253323061737741,-0.015691308680537384
24740218.70132192,24223101.906450372,0.0,0.7395891364218043,0.0752914240200143,0.24223101906450373,0.007926641215544598
60000000.0,0.0,0.0,1.8519590201783194,0.02539300274277613,0.2,0.03
5886995.241820436,31832410.200812157,0.0,-0.5428908598510445,0.06495212238703833,0.31832410200812156,-0.014561189114734844
30276113.50496198,0.0,0.0,-1.6341462475077724,0.0744345375900087,0.6433045323875463,-0.029447772990076074
53207046.99614566,0.0,0.0,0.4941068237272433,0.02293515987600753,0.2,0.01641409399229122
45861223.58134047,0.0,0.0,-0.38616817203245973,0.08080064087673973,0.3622109270871734,0.001722447162681019
50327602.570377134,0.0,0.0,0.7047745026050286,0.039120877727558456,0.2,0.01065520514075422
34218723.86940344,0.0,0.0,-1.3213941638505806,0.06178030931328665,0.49275921505638587,-0.021562552261193187
35807460.91424542,0.0,0.0,-0.6744449793870979,0.0258178635630626,0.33775800664102085,-0.01838507817150919
30000000.0,0.0,0.0,-1.7886553840741175,0.042242617351736005,0.35149651779019586,-0.03
52752077.074739605,0.0,0.0,-0.23467219048186205,0.01685248798825415,0.4468487135582384,0.015504154149479109
30000000.0,0.0,0.0,-2.7870678690285327,0.041247205536465395,0.9,-0.03
39385433.372621685,0.0,0.0,0.10588708208217844,0.04488707278505887,0.6653088682214899,-0.011229133254756609
440429.7171315178,53489539.22186986,0.0,0.26791912435014975,0.08297779674778027,0.5348953922186986,0.017859937878002694
55707964.584111914,0.0,0.0,0.6294016120620651,0.02449086074345187,0.48051512919854344,0.021415929168223765
60000000.0,0.0,0.0,1.7530848477164287,0.01,0.2,0.03
60000000.0,0.0,0.0,1.8820797322157303,0.01,0.3269842460419997,0.03
43960012.72916929,0.0,0.0,-0.44242680693146963,0.055698202144638956,0.253742118181814,-0.0020799745416614003
43368085.18277092,0.0,0.0,1.25797343871795,0.01,0.3566646763882153,-0.003263829634458213
44200971.98828222,0.0,0.0,-0.9328903964177435,0.06895879608336475,0.5655543381735821,-0.001598056023435568
-18463859.04994282,58215196.21155696,0.0,0.1871744006152133,0.07154075832697185,0.5821519621155696,-0.01049732567677175
42294255.26169821,0.0,0.0,0.40759705542163416,0.031219961404089006,0.5903547569630805,-0.005411489476603597
46070301.44197587,0.0,0.0,-1.354580642471999,0.05228994933944006,0.5243286038834551,0.0021406028839518454
23469637.632986356,26580729.79785243,0.0,1.4660722848762389,0.01,0.2658072979785243,0.010100734861677623
-7580616.611030795,0.0,56682734.42416885,-1.0576203946255687,0.03821803411075906,0.7904552400720024,0.008204235626276027
19184158.560456954,34697243.631423526,0.0,-0.1550997518988721,0.05315097358454255,0.34697243631423524,0.017762804383761086
4672477.521455489,0.0,39159991.477383435,1.2227734874823142,0.02047078480203904,0.2,-0.0023350620023222125
57322167.49543679,0.0,0.0,1.957128115638086,0.02540750162109096,0.21158076227524145,0.024644334990873436
33737422.33226695,0.0,24608656.417499274,0.45595790628661287,0.07297057182834547,0.4544131942314922,0.026692157499532267
53766601.611609176,0.0,0.0,1.0142415707354244,0.01,0.2641691600399887,0.017533203223218236
39748758.669614054,0.0,0.0,-0.7734483526217836,0.06536408444688545,0.7263162674179433,-0.010502482660771863
-31140808.937550277,74863522.23092102,0.0,-1.091030338173488,0.09100103272010263,0.7486352223092101,-0.0025545734132585295
60000000.0,0.0,0.0,2.2859924846717004,0.01,0.2,0.03
44167123.67230255,0.0,0.0,-0.6341539400960937,0.05303117138291435,0.2364313845629767,-0.0016657526553948354
48634371.020603515,0.0,0.0,1.798311422930518,0.01,0.4183511558924757,0.007268742041207155
53247416.84047456,0.0,0.0,-0.12131196039145109,0.026926257082275116,0.2079997218980008,0.01649483368094917
-8635099.405881763,49647976.701884724,0.0,-0.5578734440702703,0.05415221319092024,0.4964797670188473,-0.00797424540799403
5211324.675985701,0.0,44100773.21349474,-0.2786458241497061,0.05483949971826965,0.581660839547606,0.008624195778960975
34124792.60698899,0.0,18788579.52593495,1.0626691395996983,0.025387190424051808,0.439512320281987,0.015826744265847986
-21444140.20700276,0.0,62117168.961588874,-0.18613850565368634,0.08142468121955337,0.32429411648308415,-0.008653942490827805
44201653.122575246,0.0,0.0,-0.19065816116919607,0.06193308243303075,0.46719788382460353,-0.0015966937548495819
37306512.66364928,0.0,0.0,-0.6748476301615814,0.07402114047733499,0.6257137095652024,-0.015386974672701469
28288303.440783907,23174631.7832035,0.0,0.2177815128199371,0.04711525276910471,0.231746317832035,0.012925870447974852
37922152.66737718,0.0,0.0,-0.8217101261639599,0.058945302509413516,0.4423942002093012,-0.014155694665245648
37370664.689382866,0.0,0.0,-0.11533388206559148,0.03012077655363105,0.2267131849007823,-0.015258670621234312
51507818.823364936,0.0,0.0,0.4001238323252412,0.03333316830190995,0.2,0.01301563764672994
30000000.0,0.0,0.0,-1.923367276473013,0.09025014505503648,0.566422087835736,-0.03
47374715.12366104,0.0,0.0,0.0017228004818540896,0.01,0.348823709133407,0.004749430247322046
45634514.57679688,0.0,0.0,1.379060343235331,0.01,0.255770056071693,0.0012690291535937081
-7024482.370929621,60641863.02345083,0.0,0.06315536804319397,0.01767126790651115,0.6064186302345083,0.01723476130504245
