total_net_income,default_rate,lgd,margin_shock,A_loss,B_loss,C_loss,WH_loss
9050902.704936957,0.010888050420408024,0.3478628068342389,0.013880694800137273,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-34676155.37055385,0.09003139396352035,0.7656845133640042,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-12970063.135129211,0.07442609680144724,0.34293696298064424,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2564316.8428487834,0.060669889203888154,0.4514746840718732,0.014614331885842782,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
5014832.521587418,0.01,0.36690615246241737,-0.002232013309247833,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6886124.057076251,0.048612306209304505,0.39497613058655506,-0.0185014049351724,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
10190217.409952242,0.042979529979943705,0.2,0.027822309801757174,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-24674311.373823754,0.07286734015649862,0.7383488108460764,-0.020420541889010206,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
2302744.6237385836,0.015990310136269184,0.48742626466084094,-0.00478769890891688,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-38631493.757007256,0.09452195917959866,0.8129996618175698,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-27401462.984270066,0.06882772731601011,0.7901795021092117,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
8120593.900058374,0.03951737384876337,0.3502799954822844,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
12831169.24756543,0.022104974191012303,0.2,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
9991491.372258708,0.040132754526499795,0.25167349482943185,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-5423944.396390086,0.050491970928584574,0.3747666277639044,-0.013295442200763452,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-7190113.554834348,0.06070931493351455,0.3872411732330535,-0.011221798233389329,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
7552325.471380409,0.017519796604338098,0.3223372418116194,0.0116431485717451,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-3867399.6173686963,0.04898948707279066,0.5149168761138817,0.005227634907289273,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
7453883.72679645,0.01,0.2,0.00408085400706805,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-7220562.449070118,0.09032809923662023,0.2842723903359134,-0.007075423371108061,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
2632874.7297517704,0.08143043429213223,0.2,0.01321672718281313,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-15970437.608234566,0.08202618723840019,0.4775132582410584,-0.01496186876164499,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6823838.759682459,0.057948408515352816,0.47416962981084,-0.0019743647977299643,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
1962765.4344859738,0.08172415522289753,0.27843876035862813,0.02330630165362296,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-7879746.645000419,0.05302642279122462,0.6615312616207887,0.008824543760620357,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
7157731.1941755125,0.05286955209855228,0.2,0.01978237273717017,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-5627321.504126294,0.07563069803625194,0.4626829675144921,0.01751814975938287,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
10089276.591257824,0.01,0.2,0.014449612818063604,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
11619156.368343795,0.01,0.2,0.020468811941024834,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-3954586.885482345,0.0649440470361262,0.2271212069141008,-0.015722629690951288,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
8969133.796442538,0.03958627616241118,0.2,0.021682995722034103,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
11402190.75274875,0.01,0.4636108544458431,0.024800964032700247,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6114609.521187706,0.08428100816515299,0.27551007117162624,-0.00755859505123479,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-19917517.919792943,0.08681793534974833,0.4710784990327276,-0.027089127539487327,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-580770.0453618765,0.05548354651324084,0.2801990540792434,-0.0008821695227907122,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-26934399.4983315,0.0864013181200648,0.6389446676683987,-0.026550434434740845,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
4214190.166810796,0.06727990228933398,0.3218636214212328,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6918483.924242605,0.04571068732327217,0.5116171352097252,-0.010394616954134812,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
253626.17133894004,0.04192273500234607,0.28375425641907753,-0.004780970150184975,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2457566.2434089594,0.03927034657998499,0.5187879631348992,0.0012285586105194562,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2421438.437102713,0.04398464327220326,0.2494054101205183,-0.017126955173567614,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-816760.0133074834,0.017945963598014723,0.5381201626093253,-0.013396265922105391,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
7932241.108474625,0.02653977121114794,0.3759265222525054,0.021655382510950734,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
13528364.562758312,0.014181346579968522,0.21342149638256805,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-5010992.781270734,0.10045032017811456,0.2,-0.009374271856233199,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2444295.9343587616,0.017521904524433904,0.6562915914512952,-0.016175304779906505,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-21255155.685879953,0.0988361724449532,0.5018459345079613,-0.015232354192653782,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-20734332.63110628,0.0775877784501986,0.7562899205030102,0.0046757826896262,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-1849667.2484997623,0.048276160210605656,0.3342211672348108,-0.0047168915707465325,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
4166863.203391368,0.030251097743912582,0.2280348023560689,0.0007843203315474934,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-1539143.4811980203,0.0488352236971183,0.28237476938523665,-0.008108430032221257,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
3879962.779659733,0.04628908186310745,0.36257755412761694,0.019101588807983023,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-51298030.3661229,0.11794295613322259,0.8663458795297815,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6173171.548145811,0.04545389284436306,0.5219703688730767,-0.006794933537577924,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
13580410.713341987,0.01,0.2922511906649346,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-14141887.057770472,0.06771139580693171,0.48937023309410455,-0.019635080458443796,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-3227352.274589844,0.07517071109286669,0.36282469642764575,0.011775250918045817,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-20185424.084448695,0.06709656491522602,0.7255267028568185,-0.012833767841839254,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-7537257.5240868535,0.0950336009539863,0.25902602599445546,-0.010409847325481447,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-17099869.12141993,0.08498884442034477,0.5679683735297587,-0.0014992049362155691,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
3208020.273562559,0.04595324414171151,0.36016956929993993,0.016000657109994158,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6767193.476558393,0.0908229842987198,0.25896987437238284,-0.009535678922922793,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
9686737.835044634,0.019943216225886292,0.2998460210359376,0.020695153512289812,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
14005300.836833002,0.01,0.2,0.029856921325244673,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
5619964.456470704,0.04923116533707471,0.22637046433404898,0.01485457836721581,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-18931012.896316845,0.06340975149353106,0.6315985945456365,-0.0248770803977011,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-13026296.644036429,0.08185952334932645,0.5714636329494861,0.01159438816389485,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
4260946.025178457,0.0513722284710382,0.2206617439593755,0.009884152608240744,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-3191824.3835681425,0.0510888455514985,0.327543353095108,-0.008819351454636774,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
7084888.832858244,0.05635108277927252,0.28240017552014596,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
8061304.9912904315,0.012462463986988366,0.3602485836285781,0.011368252424424142,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-6008693.517491626,0.055037299706104756,0.5366526398366425,0.005282344541203331,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2226141.948867278,0.05068997896664774,0.3116779746269574,-0.006859017546609906,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-1088631.3752092868,0.04488198108176404,0.48300785905391086,0.009182465918653957,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-41854617.328207806,0.09254729776638773,0.9,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
5063384.155507203,0.01,0.37098844849448454,-0.0019606830243424243,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-19213007.87571216,0.1188776742067593,0.3197349656980122,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-13657055.597843882,0.04980965020026985,0.7224963641317913,-0.012118334479966762,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
2579105.0983424736,0.050113345999957114,0.2567756146618273,0.0062808434463963,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
9710093.49768767,0.053315731689789904,0.2,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-9345891.376679601,0.08903547586459945,0.28275508355927836,-0.016425998692834627,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
9570469.955382608,0.03364796249157154,0.2,0.02171252277195978,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
2800793.329531852,0.01,0.43224822914516586,-0.009657569277674678,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8971523.901219167,0.04799961629860462,0.7111393524206177,0.0026715440955858995,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-11767805.979117146,0.033549711092329744,0.8596558188447062,-0.018743096912434563,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-26780066.963443205,0.101198321135639,0.5433008979103116,-0.026384908564349538,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8636925.298856074,0.058506623490171356,0.39372275985696953,-0.017846153430654307,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
9222923.578331243,0.021189505424513207,0.25813933115583687,0.017866934913710164,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
5467817.5885497425,0.01,0.3821026771940538,-0.00015082895270811415,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-28979500.353218213,0.08828479739446654,0.6907847704598493,-0.02322598138335519,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-4285869.359997646,0.043572749159123625,0.39918494466773097,-0.01182587526142216,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
5723645.305744798,0.015737800984249796,0.3281039930984276,0.003496903521987542,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-1111448.6843160875,0.03522620038332072,0.5822407695765547,0.0067945560363484045,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8064204.141436983,0.06593523758029889,0.3395285393527966,-0.016868550902338603,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
12046543.444232684,0.01,0.2958823783233426,0.024036545583669754,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-43923197.463336185,0.12259614575498932,0.7131523403250837,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
4381172.17143476,0.01,0.5186270867677889,-0.0017404290940050626,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
6264375.190219329,0.01,0.5787502684626149,0.006851645373898014,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
1275596.1715864073,0.0538266980265645,0.41485058640860906,0.01976635327986671,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8747249.9234354,0.04099432312123168,0.4165901978598403,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
1649293.8928322308,0.05364156613762387,0.2,-0.0015864242363490277,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-1728031.645219528,0.04950416342674175,0.3420756920104123,-0.0026660176960783266,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-24119359.359773416,0.06947916989166547,0.7577207751120331,-0.020510639190347745,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-23230837.84075517,0.06664187212758245,0.6909321053690218,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
8495023.406261533,0.0308409039252023,0.42454289123837236,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8011833.057105497,0.05761467693232525,0.4032732278085752,-0.014995165990617548,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
2855085.9219471533,0.05345712968630662,0.4172698708066685,0.025933550377301315,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2536244.2183987983,0.1258116804025376,0.2444291729989879,0.02133683257234294,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-20555769.342088684,0.10269749252063752,0.49634893006253034,-0.009779176691385356,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-4248940.345956147,0.07947635158296715,0.3238259862186853,0.004731725719026304,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-4175480.287227361,0.062106489255246304,0.2202240393153152,-0.018702200609123584,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-9986588.342440004,0.059700151452381,0.3339999715003642,-0.029245890756493104,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
1786058.757712664,0.05595446795599604,0.2,-0.00013833880664022331,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
10159625.025070168,0.04400267365235723,0.2,0.028104494650383876,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-5986029.370032234,0.062366698999297046,0.29230614779934627,-0.016869290238593976,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-30273968.905177757,0.08251085733060998,0.7363494879681091,-0.028769397238985885,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-22113894.77723992,0.09118379485080857,0.6792888421838232,0.005663629263580074,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-12960402.786219459,0.1195171626716029,0.32593143772563,-0.003540468675400724,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-9820314.985537024,0.09414519131251145,0.33834365753041407,-0.005155150695406587,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
14041666.66666666,0.01,0.2,0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
6480950.307440086,0.019977100084348835,0.2,0.0041783356690163085,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
294964.38212998956,0.06939462756090994,0.3153700611225846,0.015032623015848859,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8752764.645571206,0.06857673568829456,0.39770828598760233,-0.00996457694805101,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-10260336.941806862,0.08426262768397795,0.4340419609418853,0.0023990339746676925,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-47201698.39051126,0.11641859377047013,0.8073171739186205,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
3422650.731450555,0.03457765187087422,0.4505688219915151,0.014934255738216995,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
1653221.479124317,0.05277256362005239,0.4374371094680338,0.022736630781814364,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
791189.1449150629,0.0391571677139236,0.4265516106146785,0.006790028679304947,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-19388881.701010387,0.06992004828684578,0.5486423089695015,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-20283011.020247474,0.06372954076048692,0.6299959939256515,-0.03,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-8453292.296442352,0.025612077529337772,0.7921763119071838,-0.02252584290245188,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-756523.4963322366,0.03355581056863777,0.4538112979228552,-0.0022000807455557236,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-18441368.815553248,0.0976486952237265,0.4499648036951428,-0.015300186859689624,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
3511227.635149828,0.04394949268562557,0.29334632663471233,0.009996480341810695,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
-2695699.7695715115,0.01648972354680115,0.5858562804631826,-0.02078188479242217,-3.702007234096527e-08,-1.234002411365509e-08,-6.170012056827545e-09,0.0
